"created_at","screen_name","text","reply_to_screen_name","is_retweet","favorite_count","retweet_count","hashtags","media_url","media_type","mentions_screen_name","quoted_text","place_name","country_code","exclam","exlam_count","url_embeded","all_caps","all_caps_count","uppercase_first","uppercase_first_count"
2018-05-13 14:45:00,"foxandfriends",".@RepKinzinger: I’m not surprised the mainstream media haven’t covered news of top ISIS officials being captured – all they want to talk about is ‘palace intrigue’ in the WH https://t.co/9ajXyV2DGg",,FALSE,431,210,,"http://pbs.twimg.com/amplify_video_thumb/995662109982822401/img/ZBmQEAbVpuouKQTZ.jpg","photo","RepKinzinger",,,,FALSE,0,TRUE,"ISIS WH DG",3,"Rep Kinzinger Xy Gg",4
2018-05-03 11:21:00,"foxandfriends","9 National Guard members killed in military plane crash near Savannah, GA https://t.co/O99hzw06C4",,FALSE,98,61,,"http://pbs.twimg.com/media/DcRIZNlWAAA-pV6.jpg","photo",,,,,FALSE,0,TRUE,"GA",1,"National Guard Savannah",3
2018-05-11 12:15:00,"foxandfriends",".@Dakota_Meyer: Liberal media wants to talk about the negatives, but President Trump keeps winning https://t.co/yYRuRh8t6Z",,FALSE,473,191,,"http://pbs.twimg.com/media/Dc6ZnixW4AABiAk.jpg","photo","Dakota_Meyer",,,,FALSE,0,TRUE,"YR",1,"Dakota Meyer Liberal President Trump Ru Rh",7
2018-04-30 03:21:16,"foxandfriends","RT @kayleighmcenany: Tomorrow morning on @foxandfriends at 8:20 am ET I’ll be discussing my BRCA 2 genetic mutation &amp; my decision to move f…",,TRUE,0,232,,,,"kayleighmcenany foxandfriends",,,,FALSE,0,FALSE,"RT ET BRCA",3,"Tomorrow",1
2018-05-14 09:30:18,"foxandfriends","Israel begins celebrations to mark Jerusalem U.S. Embassy opening https://t.co/OUKNBqkuti",,FALSE,570,149,,,,,,,,FALSE,0,TRUE,"OUKNB",1,"Israel Jerusalem Embassy Bqkuti",4
2018-05-18 07:58:43,"foxandfriends","RT @HuntsmanAbby: Early <f0><U+009F><U+00A6><U+0085> gets the <f0><U+009F><U+0090><U+009B>. Big show tomorrow @foxandfriends..grab your <U+2615><U+FE0F> and come hang with us all morning long!! @edhenry @Ste…",,TRUE,0,40,,,,"HuntsmanAbby foxandfriends edhenry",,,,TRUE,2,FALSE,"RT",1,"Huntsman Abby Early Big Ste",5
2018-05-08 13:21:55,"foxandfriends","RT @ToddPiro: Attention all PiroManiacs.  You will all be getting your signed headshots soon.  But the rest of you will be hard-pressed to…",,TRUE,0,19,,,,"ToddPiro",,,,FALSE,0,FALSE,"RT",1,"Todd Piro Attention Piro Maniacs You But",7
2018-04-11 11:35:00,"foxandfriends","Rep. @DevinNunes: We will get documents that prompted the Russia investigation – it we don’t, we will do more than just hold those accountable in contempt (via @IngrahamAngle) https://t.co/nQtqs3h9pQ",,FALSE,823,298,,"http://pbs.twimg.com/media/Daf4Y14W0AAjECa.jpg","photo","DevinNunes IngrahamAngle",,,,FALSE,0,TRUE,,0,"Rep Devin Nunes We Russia Ingraham Angle Qtqs",8
2018-04-30 11:18:04,"foxandfriends","FOX NEWS ALERT: Suicide bombing attack in Kabul kills 25, including 8 journalists https://t.co/VDe24CGPGs",,FALSE,97,98,,"http://pbs.twimg.com/media/DcBuPO9X0AAdas-.jpg","photo",,,,,FALSE,0,TRUE,"FOX NEWS ALERT VD CGPG",5,"Suicide Kabul De Gs",4
2018-04-15 10:01:18,"foxandfriends","RT @BrianBrenberg: Will missile strikes in Syria affect stocks, economy? I’m w/ @foxandfriends to discuss at 6:45am on @FoxNews. @TheKingsC…",,TRUE,0,12,,,,"BrianBrenberg foxandfriends FoxNews",,,,FALSE,0,FALSE,"RT",1,"Brian Brenberg Will Syria Fox News The Kings",8
2018-04-11 10:54:36,"foxandfriends","RT @kilmeade: President Trump and allies mull possible joint response in Syria. 
Lt. Gov. Richard Newton weighs in on @foxandfriends: "" I b…",,TRUE,0,67,,,,"kilmeade foxandfriends",,,,FALSE,0,FALSE,"RT",1,"President Trump Syria Lt Gov Richard Newton",7
2018-04-22 22:20:04,"foxandfriends",".@RealCandaceO reacts to taking on Black Lives Matter protesters, receiving Kanye's praise on Twitter https://t.co/u51kaYMrL5",,FALSE,196,39,,,,"RealCandaceO",,,,FALSE,0,TRUE,"YM",1,"Real Candace Black Lives Matter Kanye Twitter Mr",8
2018-05-17 09:18:10,"foxandfriends","RT @ainsleyearhardt: We are live from outside #WindsorCastle <f0><U+009F><U+008F><U+00B0>! Hope you tune in to @foxfriendsfirst and @foxandfriends! #royalwedding http…",,TRUE,0,110,"WindsorCastle royalwedding",,,"ainsleyearhardt FoxFriendsFirst foxandfriends",,,,TRUE,2,TRUE,"RT",1,"We Windsor Castle Hope",4
2018-05-15 21:00:12,"foxandfriends","Supreme Court strikes down anti-gambling law | @Judgenap https://t.co/12ZIfQcAKN",,FALSE,45,10,,,,"Judgenap",,,,FALSE,0,TRUE,"ZI AKN",2,"Supreme Court Judgenap If Qc",5
2018-05-22 08:28:25,"foxandfriends","In messaging shift, Democrats are now the ones promising to 'drain the swamp' https://t.co/lDtDQob4li",,FALSE,84,40,,,,,,,,FALSE,0,TRUE,"DQ",1,"In Democrats Dt Qob",4
2018-05-04 09:40:05,"foxandfriends","Nashville mall shooting leaves one person dead, suspect in custody, authorities say https://t.co/buySG2tlgP",,FALSE,40,30,,,,,,,,FALSE,0,TRUE,"SG",1,"Nashville",1
2018-05-06 10:35:00,"foxandfriends",".@AndrewCMcCarthy: Finally someone with the authority and status necessary has been able to push back against the special counsel (via @WattersWorld) https://t.co/R72HF9rm8M",,FALSE,442,150,,"http://pbs.twimg.com/media/DcgbH5lXcAAXbYo.jpg","photo","AndrewCMcCarthy WattersWorld",,,,FALSE,0,TRUE,"CM HF",2,"Andrew Mc Carthy Finally Watters World",6
2018-04-07 13:02:26,"foxandfriends","RT @cyberguy: The answer to a great night’s sleep could be in one of these 5 breakthrough sleep technologies. Listen to my entire podcast h…",,TRUE,0,10,,,,"cyberguy",,,,FALSE,0,FALSE,"RT",1,"The Listen",2
2018-05-21 22:00:25,"foxandfriends","Liberal writer would rather have daughter date MS-13 member than a Republican | @ErickStakelbeck https://t.co/fuOoyHECCe",,FALSE,83,53,,,,"ErickStakelbeck",,,,FALSE,0,TRUE,"MS HECC",2,"Liberal Republican Erick Stakelbeck Ooy Ce",6
2018-04-08 12:20:00,"foxandfriends","Honoring the Humboldt Broncos: Tributes and donations pour in for Canadian hockey team involved in deadly crash https://t.co/7i0mOH0US6",,FALSE,274,83,,"http://pbs.twimg.com/media/DaQioZfXUAAyXNC.jpg","photo",,,,,FALSE,0,TRUE,"OH US",2,"Honoring Humboldt Broncos Tributes Canadian",5
2018-05-05 15:20:00,"foxandfriends","HAPPENING TODAY: President Trump heads to Cleveland to tout tax reform ahead of Tuesday’s primary | @kevincorke https://t.co/mRiaxqU3GR",,FALSE,284,77,,"http://pbs.twimg.com/media/DccSO6sWsAEHfBO.jpg","photo","kevincorke",,,,FALSE,0,TRUE,"HAPPENING TODAY GR",3,"President Trump Cleveland Tuesday Riaxq",5
2018-05-25 16:21:01,"foxandfriends","Hundreds expected at funeral for Baltimore officer killed in the line of duty https://t.co/r4NOre2kEt",,FALSE,313,102,,"http://pbs.twimg.com/media/DeDjTKwWAAADD36.jpg","photo",,,,,FALSE,0,TRUE,"NO",1,"Hundreds Baltimore Ore Et",4
2018-04-04 15:43:34,"foxandfriends","Lone NY state Sheriff signs up for a Federal immigration program that promotes cooperation between ICE and local officials https://t.co/kik532WUhY",,FALSE,403,120,,"http://pbs.twimg.com/media/DZ8v1drWsAEaSeP.jpg","photo",,,,,FALSE,0,TRUE,"NY ICE WU",3,"Lone Sheriff Federal Uh",4
2018-05-27 08:42:37,"foxandfriends","No anthem? No problem -- Ballgame crowd sings it anyway https://t.co/UpX0mO57AF",,FALSE,365,104,,,,,,,,FALSE,0,TRUE,"AF",1,"No No Ballgame Up",4
2018-05-28 10:26:07,"foxandfriends","RT @jillianmele: Round 2 with these wonderful people.  @HuntsmanAbby @GriffJenkins @ToddPiro @foxandfriends <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> https://t.co/Pw38mxZvoZ",,TRUE,0,35,,"http://pbs.twimg.com/media/DeRuRoEX0AEUgl0.jpg","photo","jillianmele HuntsmanAbby GriffJenkins ToddPiro foxandfriends",,,,FALSE,0,TRUE,"RT",1,"Round Huntsman Abby Griff Jenkins Todd Piro Pw Zvo",9
2018-05-03 14:21:00,"foxandfriends",".@MattWalshBlog: The Boy Scouts were an iconic organization that have destroyed themselves bending to the whims of the PC mob. This is a truth that upsets people these days, but boys are different than girls. https://t.co/9g5fhc8S1k",,FALSE,252,84,,"http://pbs.twimg.com/media/DcRuz9dXcAEIequ.jpg","photo","MattWalshBlog",,,,FALSE,0,TRUE,"PC",1,"Matt Walsh Blog The Boy Scouts This",7
2018-04-28 11:22:00,"foxandfriends","As Koreas declare new era of peace ahead of President Trump’s summit with Kim, we now know that meeting has been narrowed down to two sites | @GillianHTurner https://t.co/c1ABYNTxeZ",,FALSE,254,83,,"http://pbs.twimg.com/media/Db3betJX4AEMmeb.jpg","photo","GillianHTurner",,,,FALSE,0,TRUE,"HT ABYNT",2,"As Koreas President Trump Kim Gillian Turner Txe",8
2018-04-28 10:00:14,"foxandfriends","OPINION: North Korea has a history of broken promises -- Will it happen again? https://t.co/mpF5mrQlnj",,FALSE,57,24,,,,,,,,FALSE,0,TRUE,"OPINION",1,"North Korea Will Qlnj",4
2018-05-08 10:33:00,"foxandfriends","President Trump’s poll numbers on the economy, foreign affairs and immigration on the rise https://t.co/foghM3c8mN",,FALSE,520,163,,"http://pbs.twimg.com/media/Dcqt3AfXcAUBPQb.jpg","photo",,,,,FALSE,0,TRUE,,0,"President Trump",2
2018-05-08 10:53:00,"foxandfriends","DEMS AGAINST BORDERS:  Rep. Keith Ellison spotted wearing “I don’t believe in borders” shirt while Chelsea Manning vows to eliminate them as she campaigns for U.S. Senate https://t.co/m5BVzXRCg5",,FALSE,126,114,,"http://pbs.twimg.com/media/Dcqu2D8W0AAU7Pa.jpg","photo",,,,,FALSE,0,TRUE,"DEMS AGAINST BORDERS BV XRC",5,"Rep Keith Ellison Chelsea Manning Senate Vz Cg",8
2018-04-04 14:12:17,"foxandfriends","EXTREME WEATHER: Violent storms rip across the nation, knocking over an airplane hangar in Houston https://t.co/mu8j20cyEk",,FALSE,60,40,,"http://pbs.twimg.com/media/DZ8ctNhXcAAYy1n.jpg","photo",,,,,FALSE,0,TRUE,"EXTREME WEATHER",2,"Violent Houston Ek",3
2018-05-15 13:08:00,"foxandfriends","Illinois governor pushes to reinstate death penalty for cop killers and mass murderers https://t.co/13eZb1iLf0",,FALSE,864,229,,"http://pbs.twimg.com/media/DdPOHSZX4AEcDZD.jpg","photo",,,,,FALSE,0,TRUE,,0,"Illinois Zb Lf",3
2018-04-16 11:40:00,"foxandfriends","FOX NEWS ALERT: Former First Lady Barbara Bush to focus on comfort care amid failing health https://t.co/FiArdHrkp4",,FALSE,175,47,,"http://pbs.twimg.com/media/Da5qkn9XkAEHLyS.jpg","photo",,,,,FALSE,0,TRUE,"FOX NEWS ALERT",3,"Former First Lady Barbara Bush Fi Ard Hrkp",8
2018-05-01 12:57:00,"foxandfriends","What do West Virginians think of the GOP candidates looking to take Sen. Joe Manchin’s seat? @ToddPiro talks to locals to find out #breakfastwithfriends https://t.co/NYm2TniHY6",,FALSE,99,35,"breakfastwithfriends","http://pbs.twimg.com/media/DcHBveIXkAEqYkF.jpg","photo","ToddPiro",,,,FALSE,0,TRUE,"GOP NY HY",3,"What West Virginians Sen Joe Manchin Todd Piro Ym Tni",10
2018-04-04 13:05:00,"foxandfriends","“A lot of people think that [sanctuary state law]…protects ‘law-abiding illegal aliens’ and it doesn’t at all” -Don Rosenberg of ‘Fight Sanctuary State’ - a grassroots group introducing a ballot initiative to rollback sanctuary state laws https://t.co/rHqJDMKV4D",,FALSE,185,84,,"http://pbs.twimg.com/media/DZ8EnNXXcAANhHN.jpg","photo",,,,,FALSE,0,TRUE,"JDMKV",1,"Don Rosenberg Fight Sanctuary State Hq",6
2018-04-30 18:00:01,"foxandfriends","“I will never die of breast cancer.” -@kayleighmcenany shares a personal story of her biggest battle yet – her decision to have a preventative double mastectomy https://t.co/KlbSMAimhc",,FALSE,464,104,,"http://pbs.twimg.com/media/DcDBzjdX0AEU0Vx.jpg","photo","kayleighmcenany",,,,FALSE,0,TRUE,"SMA",1,"Klb Aimhc",2
2018-04-19 16:46:58,"foxandfriends",".@DLoesch: Californians are sick of lawlessness that has allowed sanctuary for criminals in their communities https://t.co/DO5TXfGVIH",,FALSE,749,201,,"http://pbs.twimg.com/amplify_video_thumb/986993111116189696/img/vXPNy-Ja8QZXtQPj.jpg","photo","DLoesch",,,,FALSE,0,TRUE,"DL DO TX GVIH",4,"Loesch Californians Xf",3
2018-05-25 11:53:00,"foxandfriends",".@DiamondandSilk: The NFL is coming to their senses because they know there’d be no fans left. https://t.co/1JKhs3QXQp",,FALSE,1601,307,,"http://pbs.twimg.com/media/DeCgPH_XUAEklhD.jpg","photo","DiamondandSilk",,,,FALSE,0,TRUE,"NFL JK QXQ",3,"Diamondand Silk The Khs Qp",5
2018-04-18 00:20:07,"foxandfriends",".@BellamyBrothers perform 'Let Your Love Flow' https://t.co/EcLWhiO8mi",,FALSE,81,19,,,,"BellamyBrothers",,,,FALSE,0,TRUE,"LW",1,"Bellamy Brothers Let Your Love Flow Ec Whi",8
2018-04-26 17:00:02,"foxandfriends","""Comey is a leaker and he's a liar."" –President @realDonaldTrump https://t.co/w0PffjZN8k",,FALSE,377,116,,"http://pbs.twimg.com/media/DbtaE1SWkAYWEiF.jpg","photo","realDonaldTrump",,,,FALSE,0,TRUE,"ZN",1,"Comey President Donald Trump Pffj",5
2018-05-08 17:13:00,"foxandfriends","Sister of American Airlines pilot killed on 9/11 defends Gina Haspel https://t.co/1gk2Va70ql",,FALSE,447,113,,"http://pbs.twimg.com/media/Dcr9lbfWAAEMaD9.jpg","photo",,,,,FALSE,0,TRUE,,0,"Sister American Airlines Gina Haspel Va",6
2018-04-30 03:20:01,"foxandfriends","RT @robertjeffress: Just finished the “Ask a Jew. Ask a Gentile.” event at the Reagan Library with Dennis Prager. Catch us both on @foxandf…",,TRUE,0,89,,,,"robertjeffress",,,,FALSE,0,FALSE,"RT",1,"Just Ask Jew Ask Gentile Reagan Library Dennis Prager Catch",10
2018-04-10 12:10:00,"foxandfriends",".@SebGorka: Unlike past presidents, Trump won’t telegraph strategies regarding Syria – you don’t do it in a chess game and you surely don’t do it in warfare https://t.co/lXVIdW0aOr",,FALSE,1339,339,,"http://pbs.twimg.com/media/Daa1I3cX0AA1shJ.jpg","photo","SebGorka",,,,FALSE,0,TRUE,"XVI",1,"Seb Gorka Unlike Trump Syria Id Or",7
2018-04-06 16:50:00,"foxandfriends",".@RepEvanJenkins: I am the clear choice to pick up a much-needed Republican spot in the U.S. Senate for West Virginia https://t.co/auUNtkY6Ib",,FALSE,162,76,,"http://pbs.twimg.com/amplify_video_thumb/982287238133317633/img/yWvpUWz6l2h__UOX.jpg","photo","RepEvanJenkins",,,,FALSE,0,TRUE,"UN",1,"Rep Evan Jenkins Republican Senate West Virginia Ntk Ib",9
2018-04-09 23:40:07,"foxandfriends",".@michellemalkin: Hope we'll get the truth about the tarmac ‘tryst’ https://t.co/khjQsZobfH",,FALSE,328,85,,,,"michellemalkin",,,,FALSE,0,TRUE,,0,"Hope Qs Zobf",3
2018-05-08 23:40:06,"foxandfriends","DEBATE: Is there a war against White House women? | @kayleighmcenany @JessicaTarlov https://t.co/kvyGYL3nuT",,FALSE,143,40,,,,"kayleighmcenany JessicaTarlov",,,,FALSE,0,TRUE,"DEBATE GYL",2,"Is White House Jessica Tarlov",5
2018-05-14 14:11:33,"foxandfriends","RT @JaniceDean: Our buddy @SkipBedell will be with us all week showing us backyard oasis ideas for summertime.  See you on @foxandfriends t…",,TRUE,0,17,,,,"JaniceDean SkipBedell foxandfriends",,,,FALSE,0,FALSE,"RT",1,"Janice Dean Our Skip Bedell See",6
2018-05-14 13:45:00,"foxandfriends","Rep. @MikeKellyPA: Everything with Rep. Maxine Waters comes down to discrimination somehow – we need to get away from this divisive talk - it’s horrible and totally unacceptable https://t.co/QHOR6BlHLi",,FALSE,681,231,,"http://pbs.twimg.com/media/DdKNvuMW0AANBBN.jpg","photo","MikeKellyPA",,,,FALSE,0,TRUE,"PA QHOR HL",3,"Rep Mike Kelly Everything Rep Maxine Waters Bl Li",9
2018-05-18 11:37:00,"foxandfriends","FOX NEWS ALERT: Terror attack foiled in France https://t.co/37lbSsFDS5",,FALSE,263,131,,"http://pbs.twimg.com/media/Ddecnu2WkAAxFw-.jpg","photo",,,,,FALSE,0,TRUE,"FOX NEWS ALERT FDS",4,"Terror France Ss",3
2018-05-22 10:19:00,"foxandfriends","“The American people have a right to know.” –VP Pence weighs in on DOJ looking into possible surveillance of Trump campaign https://t.co/HztBTkKAkq",,FALSE,344,115,,"http://pbs.twimg.com/media/DdywewoWAAAe7Q9.jpg","photo",,,,,FALSE,0,TRUE,"VP DOJ BT KA",4,"The American Pence Trump Hzt Tk Akq",7
2018-04-27 09:30:19,"foxandfriends","Comey denies release of memo contents was a 'leak,' addresses Dem-funded dossier in Fox News interview https://t.co/INiwKMqvyk",,FALSE,70,33,,,,,,,,FALSE,0,TRUE,"IN KM",2,"Comey Dem Fox News Niw Mqvyk",6
2018-05-19 11:15:10,"foxandfriends","RT @FoxNews: Meghan Markle, Prince Harry marry at St. George's Chapel #RoyalWedding https://t.co/E0TQZpKGTB https://t.co/sbjTumtnaq",,TRUE,0,123,"RoyalWedding","http://pbs.twimg.com/media/Ddji0VcW0AE7fAg.jpg","photo","FoxNews",,,,FALSE,0,TRUE,"RT TQZ KGTB",3,"Fox News Meghan Markle Prince Harry St George Chapel Royal Wedding Zp Tumtnaq",13
2018-04-13 12:30:23,"foxandfriends","RT @kilmeade: MS-13 gang member caught at the Arizona border. @Sean_C_Larkin reacts on @foxandfriends https://t.co/2R84vwpbdC",,TRUE,0,276,,"http://pbs.twimg.com/amplify_video_thumb/984767364062330881/img/UjnDakfadMHDLt3M.jpg","photo","kilmeade Sean_C_Larkin foxandfriends",,,,FALSE,0,TRUE,"RT MS",2,"Arizona Sean Larkin",3
2018-04-06 10:17:59,"foxandfriends","RT @ainsleyearhardt: Here's what's coming up on @foxandfriends: https://t.co/5kXQQ7SeJ2",,TRUE,0,56,,"http://pbs.twimg.com/ext_tw_video_thumb/982199798236299264/pu/img/LfKyFbbg_5spupbe.jpg","photo","ainsleyearhardt foxandfriends",,,,FALSE,0,TRUE,"RT XQQ",2,"Here Se",2
2018-04-06 11:27:00,"foxandfriends","Facebook sent a doctor on a secret mission to ask hospitals to share patient data | @cyberguy https://t.co/eHAzPHQ858",,FALSE,135,152,,"http://pbs.twimg.com/media/DaGJnSJVAAE6xsj.jpg","photo","cyberguy",,,,FALSE,0,TRUE,"HA PHQ",2,"Facebook Az",2
2018-04-11 21:00:21,"foxandfriends","College senior defends taking graduation photo with gun https://t.co/ykubkGymO8",,FALSE,159,25,,,,,,,,FALSE,0,TRUE,,0,"College Gym",2
2018-04-12 09:05:06,"foxandfriends","Rosenstein lets Nunes, Gowdy review FBI memo that kick-started Russia probe https://t.co/6qcySZ6Fz9",,FALSE,201,71,,,,,,,,FALSE,0,TRUE,"FBI SZ",2,"Rosenstein Nunes Gowdy Russia Fz",5
2018-05-21 09:30:17,"foxandfriends","Mueller said he could wrap up probe by Sept. 1 if he can interview Trump by mid-July, Giuliani tells Fox News https://t.co/vZwszEv4nK",,FALSE,69,33,,,,,,,,FALSE,0,TRUE,,0,"Mueller Sept Trump July Giuliani Fox News Zwsz Ev",9
2018-04-10 11:00:00,"foxandfriends","It was one of the first missions the National Guard went on since being deployed to the border, and within seconds they were in hot pursuit of border crossers | @GriffJenkins https://t.co/PotHQ3C4Qq",,FALSE,369,164,,"http://pbs.twimg.com/media/DaaUDRvXUAA6bvK.jpg","photo","GriffJenkins",,,,FALSE,0,TRUE,"HQ",1,"It National Guard Griff Jenkins Pot Qq",7
2018-04-16 21:00:19,"foxandfriends","Boston Marathon security, 5 years later | @EdDavis3 https://t.co/dGOV99cBw6",,FALSE,24,10,,,,"EdDavis3",,,,FALSE,0,TRUE,"GOV",1,"Boston Marathon Ed Davis Bw",5
2018-04-16 15:40:00,"foxandfriends",".@AlanDersh: James Comey really demeaned the FBI and trafficked gossip by leaking material about unsubstantiated allegations in new interview https://t.co/POgVQdoE6Z",,FALSE,638,252,,"http://pbs.twimg.com/media/Da6iQNsW4AYm-Rz.jpg","photo","AlanDersh",,,,FALSE,0,TRUE,"FBI PO VQ",3,"Alan Dersh James Comey Og Qdo",6
2018-04-23 14:45:00,"foxandfriends",".@PressSec: Democrats need to put the safety, security, and diplomacy of this country ahead of their hatred for the president and elect Pompeo as Secy of State https://t.co/KCXTCl0es7",,FALSE,577,191,,"http://pbs.twimg.com/media/DbeUlZuWAAINYz9.jpg","photo","PressSec",,,,FALSE,0,TRUE,"KCXTC",1,"Press Sec Democrats Pompeo Secy State Cl",7
2018-05-21 10:00:11,"foxandfriends","Texas school shooting suspect targeted girl who denied his advances, her mother says https://t.co/y7ktZOivBN",,FALSE,57,36,,,,,,,,FALSE,0,TRUE,"ZO BN",2,"Texas Oiv",2
2018-04-16 11:37:28,"foxandfriends","RT @ToddPiro: Proof that the @foxandfriends and @FoxFriendsFirst team is the most supportive in the business.  Right, @CarleyShimkus???  #p…",,TRUE,0,27,,,,"ToddPiro foxandfriends FoxFriendsFirst CarleyShimkus",,,,FALSE,0,FALSE,"RT",1,"Todd Piro Proof Fox Friends First Right Carley Shimkus",9
2018-05-27 13:30:00,"foxandfriends",".@DiamondandSilk: Censorship of conservative voices on social media must stop. We can’t have these platforms dictating what we can and can’t see. https://t.co/OrfgB0rnLr",,FALSE,2216,701,,"http://pbs.twimg.com/media/DeNMLnzXkAAWH28.jpg","photo","DiamondandSilk",,,,FALSE,0,TRUE,,0,"Diamondand Silk Censorship We Orfg Lr",6
2018-04-10 15:40:00,"foxandfriends","Sen. @ChuckGrassley: Facebook’s privacy scandal is a sharp realization to 87 million users of what the social network can do if it doesn’t do its due diligence https://t.co/aNeKJbol6s",,FALSE,143,56,,"http://pbs.twimg.com/media/Dabk-TWX0AELQI8.jpg","photo","ChuckGrassley",,,,FALSE,0,TRUE,"KJ",1,"Sen Chuck Grassley Facebook Ne Jbol",6
2018-05-26 14:23:42,"foxandfriends","RT @seanspicer: All dressed up for @foxandfriends @foxnews this morning with @HuntsmanAbby @GriffJenkins @PeteHegseth https://t.co/KMwM0uKm…",,TRUE,0,114,,,,"seanspicer foxandfriends FoxNews HuntsmanAbby GriffJenkins PeteHegseth",,,,FALSE,0,TRUE,"RT KM",2,"All Huntsman Abby Griff Jenkins Pete Hegseth Mw Km",9
2018-04-24 12:47:00,"foxandfriends",".@AndyPuzder: The Democratic Party isn’t the party of JFK anymore. It’s the party of progressive, socialist ideologies like that of Bernie Sanders and Elizabeth Warren. https://t.co/vajDixMJRC",,FALSE,396,193,,"http://pbs.twimg.com/media/Dbi5g2EWsAAwM5o.jpg","photo","AndyPuzder",,,,FALSE,0,TRUE,"JFK MJRC",2,"Andy Puzder The Democratic Party It Bernie Sanders Elizabeth Warren Dix",11
2018-05-06 11:07:25,"foxandfriends","FOX NEWS ALERT: FBI investigating deadly ISIS threat by alleged student at Lafayette College in Pennsylvania https://t.co/9XAkKaGxGI",,FALSE,702,551,,"http://pbs.twimg.com/media/DcgirXeWsAAS-NE.jpg","photo",,,,,FALSE,0,TRUE,"FOX NEWS ALERT FBI ISIS XA GI",7,"Lafayette College Pennsylvania Ak Ka Gx",6
2018-05-12 09:00:13,"foxandfriends","Carrie Underwood ‘completely done’ with Nashville home after ‘freak accident,’ report says https://t.co/DraABXyxt5",,FALSE,33,11,,,,,,,,FALSE,0,TRUE,"ABX",1,"Carrie Underwood Nashville Dra Xyxt",5
2018-04-05 11:30:00,"foxandfriends","Facebook now says up to 87 million users may have been impacted in Cambridge Analytica scandal https://t.co/koHTrbqA4d",,FALSE,114,101,,"http://pbs.twimg.com/media/DaA8uPhXcAAz44n.jpg","photo",,,,,FALSE,0,TRUE,"HT",1,"Facebook Cambridge Analytica Trbq",4
