"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x988431046722011137",2018-04-23 14:55:00,"x15513604","foxandfriends",".@PressSec to Sen. Rand Paul: Have faith in the President’s decision to nominate Pompeo and be an ally for this administration – he’s making the right decision for our country https://t.co/MOmdUjdkhf","Media Studio",,,,FALSE,FALSE,768,238,,,,,,"http://pbs.twimg.com/media/DbeUrk_WsAA7ew5.jpg","https://t.co/MOmdUjdkhf","https://twitter.com/foxandfriends/status/988431046722011137/video/1","photo","http://pbs.twimg.com/media/DbeUrk_WsAA7ew5.jpg","https://t.co/MOmdUjdkhf","https://twitter.com/foxandfriends/status/988431046722011137/video/1",,"x818927131883356161","PressSec","en",,,,,,,,,,,,,
"x988428530496294918",2018-04-23 14:45:00,"x15513604","foxandfriends",".@PressSec: Democrats need to put the safety, security, and diplomacy of this country ahead of their hatred for the president and elect Pompeo as Secy of State https://t.co/KCXTCl0es7","Media Studio",,,,FALSE,FALSE,567,194,,,,,,"http://pbs.twimg.com/media/DbeUlZuWAAINYz9.jpg","https://t.co/KCXTCl0es7","https://twitter.com/foxandfriends/status/988428530496294918/video/1","photo","http://pbs.twimg.com/media/DbeUlZuWAAINYz9.jpg","https://t.co/KCXTCl0es7","https://twitter.com/foxandfriends/status/988428530496294918/video/1",,"x818927131883356161","PressSec","en",,,,,,,,,,,,,
"x988426013989195776",2018-04-23 14:35:00,"x15513604","foxandfriends",".@PressSec:  President Trump has been very clear in his dislike for the Iran nuclear deal – he wants to make sure we get something better https://t.co/k4EImxt83T","Media Studio",,,,FALSE,FALSE,379,92,,,,,,"http://pbs.twimg.com/media/DbeUX4qW0AEUwQR.jpg","https://t.co/k4EImxt83T","https://twitter.com/foxandfriends/status/988426013989195776/video/1","photo","http://pbs.twimg.com/media/DbeUX4qW0AEUwQR.jpg","https://t.co/k4EImxt83T","https://twitter.com/foxandfriends/status/988426013989195776/video/1",,"x818927131883356161","PressSec","en",,,,,,,,,,,,,
"x988423497377615873",2018-04-23 14:25:00,"x15513604","foxandfriends",".@PressSec: France is our country’s oldest ally and President Trump and First Lady Melania are excited to host President Macron at the WH https://t.co/8g1FKumX2y","Media Studio",,,,FALSE,FALSE,336,91,,,,,,"http://pbs.twimg.com/media/DbeU9DiW4AEdHZF.jpg","https://t.co/8g1FKumX2y","https://twitter.com/foxandfriends/status/988423497377615873/video/1","photo","http://pbs.twimg.com/media/DbeU9DiW4AEdHZF.jpg","https://t.co/8g1FKumX2y","https://twitter.com/foxandfriends/status/988423497377615873/video/1",,"x818927131883356161","PressSec","en",,,,,,,,,,,,,
"x988420980841201667",2018-04-23 14:15:00,"x15513604","foxandfriends",".@dbongino: James Comey leaked information to his buddy to hurt Trump, then hid the investigation from Congress for 8 months when he was supposed to be briefing them https://t.co/X231Xfcb5W","Media Studio",,,,FALSE,FALSE,1114,422,,,,,,"http://pbs.twimg.com/media/DbeQTCuW0AAQOft.jpg","https://t.co/X231Xfcb5W","https://twitter.com/foxandfriends/status/988420980841201667/video/1","photo","http://pbs.twimg.com/media/DbeQTCuW0AAQOft.jpg","https://t.co/X231Xfcb5W","https://twitter.com/foxandfriends/status/988420980841201667/video/1",,"x232901331","dbongino","en",,,,,,,,,,,,,
"x988417961122844672",2018-04-23 14:03:00,"x15513604","foxandfriends",".@dbongino: Adam Schiff is a police state tyrant – the Russia investigation discredited itself and he’s blaming the majority? https://t.co/YrVGFuAD2t","Media Studio",,,,FALSE,FALSE,1253,535,,,,,,"http://pbs.twimg.com/media/DbeOvtDX0AAcw1D.jpg","https://t.co/YrVGFuAD2t","https://twitter.com/foxandfriends/status/988417961122844672/video/1","photo","http://pbs.twimg.com/media/DbeOvtDX0AAcw1D.jpg","https://t.co/YrVGFuAD2t","https://twitter.com/foxandfriends/status/988417961122844672/video/1",,"x232901331","dbongino","en",,,,,,,,,,,,,
"x988415534336180224",2018-04-23 13:53:21,"x15513604","foxandfriends",".@dbongino: We’re now finding out the Russia-Trump collusion investigation was conducted with ZERO evidence – how did this happen? https://t.co/MMuG0bfICs","Media Studio",,,,FALSE,FALSE,4053,1578,,,,,,"http://pbs.twimg.com/media/DbeOqEJXkAoBXGZ.jpg","https://t.co/MMuG0bfICs","https://twitter.com/foxandfriends/status/988415534336180224/video/1","photo","http://pbs.twimg.com/media/DbeOqEJXkAoBXGZ.jpg","https://t.co/MMuG0bfICs","https://twitter.com/foxandfriends/status/988415534336180224/video/1",,"x232901331","dbongino","en",,,,,,,,,,,,,
"x988406133391060993",2018-04-23 13:16:00,"x15513604","foxandfriends","“A whole lot of heart, a whole lot of guts” -@dbongino on what it must have taken for hero civilian to grab gun from Waffle House shooter https://t.co/F1w5z8RfuH","Media Studio",,,,FALSE,FALSE,1164,272,,,,,,"http://pbs.twimg.com/media/DbeFqzqW4AAuMzV.jpg","https://t.co/F1w5z8RfuH","https://twitter.com/foxandfriends/status/988406133391060993/video/1","photo","http://pbs.twimg.com/media/DbeFqzqW4AAuMzV.jpg","https://t.co/F1w5z8RfuH","https://twitter.com/foxandfriends/status/988406133391060993/video/1",,"x232901331","dbongino","en",,,,,,,,,,,,,
"x988403365578190849",2018-04-23 13:05:00,"x15513604","foxandfriends","The #RoyalBaby has arrived! Duchess of Cambridge Kate Middleton and Prince William welcome a baby boy https://t.co/0SbsDjBKoM","Media Studio",,,,FALSE,FALSE,282,76,"RoyalBaby",,,,,"http://pbs.twimg.com/media/DbeDS0gX0AAbLZV.jpg","https://t.co/0SbsDjBKoM","https://twitter.com/foxandfriends/status/988403365578190849/video/1","photo","http://pbs.twimg.com/media/DbeDS0gX0AAbLZV.jpg","https://t.co/0SbsDjBKoM","https://twitter.com/foxandfriends/status/988403365578190849/video/1",,,,"en",,,,,,,,,,,,,
"x988401917889056768",2018-04-23 12:59:15,"x15513604","foxandfriends","Happy 110th Birthday to the @USArmyReserve! @JaniceDean https://t.co/SA3BhmFGe2","Media Studio",,,,FALSE,FALSE,344,90,,,,,,"http://pbs.twimg.com/media/DbeCQw1XcAAYFf-.jpg","https://t.co/SA3BhmFGe2","https://twitter.com/foxandfriends/status/988401917889056768/video/1","photo","http://pbs.twimg.com/media/DbeCQw1XcAAYFf-.jpg","https://t.co/SA3BhmFGe2","https://twitter.com/foxandfriends/status/988401917889056768/video/1",,"x21213276 111400999","USArmyReserve JaniceDean","en",,,,,,,,,,,,,
"x988396323798859776",2018-04-23 12:37:01,"x15513604","foxandfriends",".@ToddPiro visits the 100% made-in-America body armor company RMA Armament Inc. and speaks with founder Blake Waldrop, a former marine and officer https://t.co/AJg1VJLDDU","Media Studio",,,,FALSE,FALSE,219,78,,,,,,"http://pbs.twimg.com/amplify_video_thumb/988364275029815297/img/-FZ3jEhOIDzOC2Ty.jpg","https://t.co/AJg1VJLDDU","https://twitter.com/foxandfriends/status/988396323798859776/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/988364275029815297/img/-FZ3jEhOIDzOC2Ty.jpg","https://t.co/AJg1VJLDDU","https://twitter.com/foxandfriends/status/988396323798859776/video/1",,"x33125742","ToddPiro","en",,,,,,,,,,,,,
"x988395211578658816",2018-04-23 12:32:36,"x15513604","foxandfriends","RT @ToddPiro: Thank you and happy birthday! @foxandfriends https://t.co/QSM3bqrzUh","Twitter Web Client",,,,FALSE,TRUE,0,31,,,,,,"http://pbs.twimg.com/media/Dbd8Fs3WAAEmiSz.jpg","https://t.co/QSM3bqrzUh","https://twitter.com/ToddPiro/status/988395085481021451/photo/1","photo","http://pbs.twimg.com/media/Dbd8Fs3WAAEmiSz.jpg","https://t.co/QSM3bqrzUh","https://twitter.com/ToddPiro/status/988395085481021451/photo/1",,"x33125742 15513604","ToddPiro foxandfriends","en",,,"x988395085481021451","Thank you and happy birthday! @foxandfriends https://t.co/QSM3bqrzUh",,,,,,,,,
"x988393801411543041",2018-04-23 12:27:00,"x15513604","foxandfriends","Barbara Bush’s gravesite will open to the public today https://t.co/uQiB49Npzq","Media Studio",,,,FALSE,FALSE,148,46,,,,,,"http://pbs.twimg.com/media/Dbd1zhUW0AAs7df.jpg","https://t.co/uQiB49Npzq","https://twitter.com/foxandfriends/status/988393801411543041/video/1","photo","http://pbs.twimg.com/media/Dbd1zhUW0AAs7df.jpg","https://t.co/uQiB49Npzq","https://twitter.com/foxandfriends/status/988393801411543041/video/1",,,,"en",,,,,,,,,,,,,
"x988391284980109313",2018-04-23 12:17:00,"x15513604","foxandfriends","First wave of migrant caravan arrives at the U.S.-Mexico border https://t.co/ozBlajvmka","Media Studio",,,,FALSE,FALSE,133,170,,,,,,"http://pbs.twimg.com/media/Dbd1uBgW4AElNSx.jpg","https://t.co/ozBlajvmka","https://twitter.com/foxandfriends/status/988391284980109313/video/1","photo","http://pbs.twimg.com/media/Dbd1uBgW4AElNSx.jpg","https://t.co/ozBlajvmka","https://twitter.com/foxandfriends/status/988391284980109313/video/1",,,,"en",,,,,,,,,,,,,
"x988388768754360320",2018-04-23 12:07:00,"x15513604","foxandfriends","French President Emmanuel Macron arrives in D.C. touting the honor of being President Trump’s first state visit https://t.co/O2fPzASvrp","Media Studio",,,,FALSE,FALSE,452,137,,,,,,"http://pbs.twimg.com/amplify_video_thumb/988386702682198016/img/nzSf7K5I3H_5goXr.jpg","https://t.co/O2fPzASvrp","https://twitter.com/foxandfriends/status/988388768754360320/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/988386702682198016/img/nzSf7K5I3H_5goXr.jpg","https://t.co/O2fPzASvrp","https://twitter.com/foxandfriends/status/988388768754360320/video/1",,,,"en",,,,,,,,,,,,,
"x988385757273509888",2018-04-23 11:55:02,"x15513604","foxandfriends","Some 50 members of the migrant caravan, currently arriving at the border, are seeking asylum in the U.S. – should they be allowed to stay?","Twitter Web Client",,,,FALSE,FALSE,576,841,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x988385748687773697",2018-04-23 11:55:00,"x15513604","foxandfriends","RUSHING THE BORDER: First wave of migrant caravan arrives at the U.S. border as some 50 members request asylum in California https://t.co/KyqI32AiUs","Media Studio",,,,FALSE,FALSE,104,167,,,,,,"http://pbs.twimg.com/media/DbdxXpbXkAAvwhy.jpg","https://t.co/KyqI32AiUs","https://twitter.com/foxandfriends/status/988385748687773697/video/1","photo","http://pbs.twimg.com/media/DbdxXpbXkAAvwhy.jpg","https://t.co/KyqI32AiUs","https://twitter.com/foxandfriends/status/988385748687773697/video/1",,,,"en",,,,,,,,,,,,,
"x988383771178291202",2018-04-23 11:47:08,"x15513604","foxandfriends","RT @JaniceDean: Happy 110th birthday @USArmyReserve you look amazing! <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> @foxandfriends Thank you for your service. https://t.co/o52KRX6zVp","Twitter Web Client",,,,FALSE,TRUE,0,135,,,,,,"http://pbs.twimg.com/media/DbdxqwXVAAEfjA1.jpg","https://t.co/o52KRX6zVp","https://twitter.com/JaniceDean/status/988383632741068800/photo/1","photo","http://pbs.twimg.com/media/DbdxqwXVAAEfjA1.jpg","https://t.co/o52KRX6zVp","https://twitter.com/JaniceDean/status/988383632741068800/photo/1",,"x111400999 21213276 15513604","JaniceDean USArmyReserve foxandfriends","en",,,"x988383632741068800","Happy 110th birthday @USArmyReserve you look amazing! <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> @foxandfriends Thank you for your service. https://t.co/o52KRX6zVp",,,,,,,,,
"x988383080984571904",2018-04-23 11:44:24,"x15513604","foxandfriends","DNC defends its lawsuit against Russia, Trump campaign, and WikiLeaks, says there’s no price tag on democracy https://t.co/ykWU4LAbAP","Media Studio",,,,FALSE,FALSE,141,67,,,,,,"http://pbs.twimg.com/media/DbdxIisXcAEPXi9.jpg","https://t.co/ykWU4LAbAP","https://twitter.com/foxandfriends/status/988383080984571904/video/1","photo","http://pbs.twimg.com/media/DbdxIisXcAEPXi9.jpg","https://t.co/ykWU4LAbAP","https://twitter.com/foxandfriends/status/988383080984571904/video/1",,,,"en",,,,,,,,,,,,,
"x988382872200466432",2018-04-23 11:43:34,"x15513604","foxandfriends","RT @annakooiman: 7:50am Tune-in! See you on @foxandfriends in just a few minutes! Brooks and I will have travel tips for flying with infant…","Twitter Web Client",,,,FALSE,TRUE,0,43,,,,,,,,,,,,,,"x172414996 15513604","annakooiman foxandfriends","en",,,"x988382716948344832","7:50am Tune-in! See you on @foxandfriends in just a few minutes! Brooks and I will have travel tips for flying with infants. We should know after our 28+ hour journey from Australia! #betterwithfriends #foxnews @FoxNews https://t.co/gSa048cM55",,,,,,,,,
"x988380406629195776",2018-04-23 11:33:46,"x15513604","foxandfriends","President Trump hosts Emanuel Macron today with the future of the Iran Deal front and center | @GriffJenkins https://t.co/E7HhWNFo5N","Media Studio",,,,FALSE,FALSE,168,65,,,,,,"http://pbs.twimg.com/media/DbduronX4AAIbt1.jpg","https://t.co/E7HhWNFo5N","https://twitter.com/foxandfriends/status/988380406629195776/video/1","photo","http://pbs.twimg.com/media/DbduronX4AAIbt1.jpg","https://t.co/E7HhWNFo5N","https://twitter.com/foxandfriends/status/988380406629195776/video/1",,"x346781925","GriffJenkins","en",,,,,,,,,,,,,
"x988376940779220993",2018-04-23 11:20:00,"x15513604","foxandfriends","FOX NEWS ALERT: Desperate manhunt underway for Nashville Waffle House shooter accused of killing four https://t.co/eVM3jvybXy","Media Studio",,,,FALSE,FALSE,92,69,,,,,,"http://pbs.twimg.com/media/Dbdp79cW4AAGTdt.jpg","https://t.co/eVM3jvybXy","https://twitter.com/foxandfriends/status/988376940779220993/video/1","photo","http://pbs.twimg.com/media/Dbdp79cW4AAGTdt.jpg","https://t.co/eVM3jvybXy","https://twitter.com/foxandfriends/status/988376940779220993/video/1",,,,"en",,,,,,,,,,,,,
"x988374423509053442",2018-04-23 11:10:00,"x15513604","foxandfriends","Rep. Devin Nunes: No original intelligence led to the Trump-Russia collusion investigation (via #SundayFutures) https://t.co/X7YodftBCC","Media Studio",,,,FALSE,FALSE,1633,746,"SundayFutures",,,,,"http://pbs.twimg.com/media/DbdkH-_X4AEknz5.jpg","https://t.co/X7YodftBCC","https://twitter.com/foxandfriends/status/988374423509053442/video/1","photo","http://pbs.twimg.com/media/DbdkH-_X4AEknz5.jpg","https://t.co/X7YodftBCC","https://twitter.com/foxandfriends/status/988374423509053442/video/1",,,,"en",,,,,,,,,,,,,
"x988371914975465472",2018-04-23 11:00:02,"x15513604","foxandfriends","HAPPENING TODAY: Senate Foreign Relations Committee set to vote on Secretary of State nominee Mike Pompeo https://t.co/Fdae1DzxDr","Media Studio",,,,FALSE,FALSE,288,102,,,,,,"http://pbs.twimg.com/media/DbdiSUkXcAAeJEa.jpg","https://t.co/Fdae1DzxDr","https://twitter.com/foxandfriends/status/988371914975465472/video/1","photo","http://pbs.twimg.com/media/DbdiSUkXcAAeJEa.jpg","https://t.co/Fdae1DzxDr","https://twitter.com/foxandfriends/status/988371914975465472/video/1",,,,"en",,,,,,,,,,,,,
