"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x987820268402946049",2018-04-21 22:27:59,"x25073877","realDonaldTrump","RT @dmartosko: The same can be said of the ""collusion"" stuff. https://t.co/xMCVuH3OTs","Twitter for iPhone",,,,FALSE,TRUE,0,7310,,,"twitter.com/dmartosko/stat…","https://t.co/xMCVuH3OTs","https://twitter.com/dmartosko/status/987306057126039552",,,,,,,,,"x38497702","dmartosko","en",,,"x987330143290101760","The same can be said of the ""collusion"" stuff. https://t.co/xMCVuH3OTs",,,,,,,,,
"x987786331995672576",2018-04-21 20:13:08,"x25073877","realDonaldTrump","The Washington Post said I refer to Jeff Sessions as “Mr. Magoo” and Rod Rosenstein as “Mr. Peepers.” This is “according to people with whom the president has spoken.” There are no such people and don’t know these characters...just more Fake &amp; Disgusting News to create ill will!","Twitter for iPhone","x987766033862873091","x25073877","realDonaldTrump",FALSE,FALSE,65342,17324,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987774054651301888",2018-04-21 19:24:21,"x25073877","realDonaldTrump","James Comey’s Memos are Classified, I did not Declassify them. They belong to our Government! Therefore, he broke the law! Additionally, he totally made up many of the things he said I said, and he is already a proven liar and leaker. Where are Memos on Clinton, Lynch &amp; others?","Twitter for iPhone","x987766033862873091","x25073877","realDonaldTrump",FALSE,FALSE,72203,20194,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987768453338673152",2018-04-21 19:02:05,"x25073877","realDonaldTrump","Sylvester Stallone called me with the story of heavyweight boxing champion Jack Johnson. His trials and tribulations were great, his life complex and controversial. Others have looked at this over the years, most thought it would be done, but yes, I am considering a Full Pardon!","Twitter for iPhone",,,,FALSE,FALSE,95717,20536,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987766033862873091",2018-04-21 18:52:28,"x25073877","realDonaldTrump","So funny, the Democrats have sued the Republicans for Winning. Now he R’s counter and force them to turn over a treasure trove of material, including Servers and Emails!","Twitter for iPhone",,,,FALSE,FALSE,92685,23279,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987719560282476546",2018-04-21 15:47:48,"x25073877","realDonaldTrump","Heading to the Southern White House to watch the Funeral Service of Barbara Bush. First Lady Melania has arrived in Houston to pay our respects. Will be a beautiful day!","Twitter for iPhone",,,,FALSE,FALSE,75968,11890,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987718953886679047",2018-04-21 15:45:24,"x25073877","realDonaldTrump","Today, my thoughts and prayers are with the entire Bush family. In memory of First Lady Barbara Bush, there is a remembrance display located at her portrait in the Center Hall of the @WhiteHouse. https://t.co/AuJ3RLZyax","Twitter for iPhone",,,,FALSE,FALSE,75357,12778,,,,,,"http://pbs.twimg.com/media/DbUVJVbXUAEsuq0.jpg","https://t.co/AuJ3RLZyax","https://twitter.com/realDonaldTrump/status/987718953886679047/photo/1","photo","http://pbs.twimg.com/media/DbUVJVbXUAEsuq0.jpg","https://t.co/AuJ3RLZyax","https://twitter.com/realDonaldTrump/status/987718953886679047/photo/1",,"x822215673812119553","WhiteHouse","en",,,,,,,,,,,,,
"x987718832096768001",2018-04-21 15:44:55,"x25073877","realDonaldTrump","Fantastic crowd and great people yesterday in Key West, Florida. Thank you! https://t.co/HqOUFgmbQS","Twitter for iPhone",,,,FALSE,FALSE,65758,13957,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/987718619629940737/pu/img/nD9Jr8gwErfdVEoh.jpg","https://t.co/HqOUFgmbQS","https://twitter.com/realDonaldTrump/status/987718832096768001/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/987718619629940737/pu/img/nD9Jr8gwErfdVEoh.jpg","https://t.co/HqOUFgmbQS","https://twitter.com/realDonaldTrump/status/987718832096768001/video/1",,,,"en",,,,,,,,,,,,,
"x987682105269391360",2018-04-21 13:18:58,"x25073877","realDonaldTrump","Join me in Washington, Michigan on Saturday, April 28, 2018 at 7:00pm! #MAGA Tickets: https://t.co/DISosdqBuu https://t.co/gHdTgHw5FU","Twitter for iPhone",,,,FALSE,FALSE,39103,10611,"MAGA",,"donaldjtrump.com/rallies/washin…","https://t.co/DISosdqBuu","https://www.donaldjtrump.com/rallies/washington-mi-apr-2018","http://pbs.twimg.com/media/DbTzowmXkAAaSzi.jpg","https://t.co/gHdTgHw5FU","https://twitter.com/realDonaldTrump/status/987682105269391360/photo/1","photo","http://pbs.twimg.com/media/DbTzowmXkAAaSzi.jpg","https://t.co/gHdTgHw5FU","https://twitter.com/realDonaldTrump/status/987682105269391360/photo/1",,,,"en",,,,,,,,,,,,,
"x987679852345135105",2018-04-21 13:10:01,"x25073877","realDonaldTrump","....it means lying or making up stories. Sorry, I don’t see Michael doing that despite the horrible Witch Hunt and the dishonest media!","Twitter for iPhone","x987679850545778689","x25073877","realDonaldTrump",FALSE,FALSE,50902,11144,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987679850545778689",2018-04-21 13:10:01,"x25073877","realDonaldTrump","....non-existent “sources” and a drunk/drugged up loser who hates Michael, a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked &amp; respected. Most people will flip if the Government lets them out of trouble, even if....","Twitter for iPhone","x987679848284999680","x25073877","realDonaldTrump",FALSE,FALSE,47196,10587,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987679848284999680",2018-04-21 13:10:00,"x25073877","realDonaldTrump","The New York Times and a third rate reporter named Maggie Haberman, known as a Crooked H flunkie who I don’t speak to and have nothing to do with, are going out of their way to destroy Michael Cohen and his relationship with me in the hope that he will “flip.” They use....","Twitter for iPhone",,,,FALSE,FALSE,57581,14339,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987532088302886913",2018-04-21 03:22:51,"x25073877","realDonaldTrump","A message from Kim Jong Un: “North Korea will stop nuclear tests and launches of intercontinental ballistic missiles.”
Also will “Shut down a nuclear test site in the country’s Northern Side to prove the vow to suspend nuclear tests.” Progress being made for all!","Twitter for iPhone",,,,FALSE,FALSE,140443,32030,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987529636656697345",2018-04-21 03:13:07,"x25073877","realDonaldTrump","James Comey illegally leaked classified documents to the press in order to generate a Special Council? Therefore, the Special Council was established based on an illegal act? Really, does everybody know what that means?","Twitter for iPhone",,,,FALSE,FALSE,103958,28448,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987470932989050881",2018-04-20 23:19:51,"x25073877","realDonaldTrump","Just heard the Campaign was sued by the Obstructionist Democrats. This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI, the Debbie Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.","Twitter for iPhone",,,,FALSE,FALSE,109345,31344,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987463564305797126",2018-04-20 22:50:34,"x25073877","realDonaldTrump","North Korea has agreed to suspend all Nuclear Tests and close up a major test site. This is very good news for North Korea and the World - big progress! Look forward to our Summit.","Twitter for iPhone",,,,FALSE,FALSE,184337,47018,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987426984195174405",2018-04-20 20:25:13,"x25073877","realDonaldTrump","Can you believe that despite 93% bad stories from the Fake News Media (should be getting good stories), today we had just about our highest Poll Numbers, including those on Election Day? The American public is wise to the phony an dishonest press. Make America Great Again!","Twitter for iPhone",,,,FALSE,FALSE,129377,31833,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987284041304100864",2018-04-20 10:57:12,"x25073877","realDonaldTrump","Looks like OPEC is at it again. With record amounts of Oil all over the place, including the fully loaded ships at sea, Oil prices are artificially Very High! No good and will not be accepted!","Twitter for iPhone",,,,FALSE,FALSE,96678,23842,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987282387196436480",2018-04-20 10:50:38,"x25073877","realDonaldTrump","Nancy Pelosi is going absolutely crazy about the big Tax Cuts given to the American People by the Republicans...got not one Democrat Vote! Here’s a choice. They want to end them and raise your taxes substantially. Republicans are working on making them permanent and more cuts!","Twitter for iPhone",,,,FALSE,FALSE,108653,28785,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987280537348866048",2018-04-20 10:43:17,"x25073877","realDonaldTrump","So exciting! I have agreed to be the Commencement Speaker at our GREAT Naval Academy on May 25th in Annapolis, Maryland. Looking forward to being there.","Twitter for iPhone",,,,FALSE,FALSE,115060,19777,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987278269765517312",2018-04-20 10:34:16,"x25073877","realDonaldTrump","So General Michael Flynn’s life can be totally destroyed while Shadey James Comey can Leak and Lie and make lots of money from a third rate book (that should never have been written). Is that really the way life in America is supposed to work? I don’t think so!","Twitter for iPhone",,,,FALSE,FALSE,107798,30183,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987173366401585155",2018-04-20 03:37:26,"x25073877","realDonaldTrump","James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION. Also, he leaked classified information. WOW! Will the Witch Hunt continue?","Twitter for iPhone",,,,FALSE,FALSE,100910,25561,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987100052710674433",2018-04-19 22:46:06,"x25073877","realDonaldTrump","James Comey just threw Andrew McCabe “under the bus.” Inspector General’s Report on McCabe is a disaster for both of them! Getting a little (lot) of their own medicine?","Twitter for iPhone",,,,FALSE,FALSE,84198,21807,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987096152892944389",2018-04-19 22:30:36,"x25073877","realDonaldTrump","Sanctuary Cities released at least 142 Gang Members across the United States, making it easy for them to commit all forms of violent crimes where none would have existed. We are doing a great job of law enforcement, but things such as this make safety in America difficult!","Twitter for iPhone",,,,FALSE,FALSE,73086,20266,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987096105841315841",2018-04-19 22:30:25,"x25073877","realDonaldTrump","My thoughts, prayers and condolences are with the families, friends and colleagues of the two @GCSOFlorida deputies (HEROES) who lost their lives in the line of duty today.","Twitter for iPhone",,,,FALSE,FALSE,64704,14457,,,,,,,,,,,,,,"x3395540464","GCSOFlorida","en",,,,,,,,,,,,,
"x987066289855303681",2018-04-19 20:31:56,"x25073877","realDonaldTrump","Mike Pompeo is outstanding. First in his class at West Point. A top student at Harvard Law School. A success at whatever he has done. We need the Senate to approve Mike ASAP. He will be a great Secretary of State!","Twitter for iPhone",,,,FALSE,FALSE,90106,22551,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987065049566138375",2018-04-19 20:27:01,"x25073877","realDonaldTrump","...Hopefully the Senate will not leave Washington until our Ambassadors, Judges and the people who make Washington work are approved. The Democrats are Obstructing the process and we need these people approved for the good of our Country!","Twitter for iPhone",,,,FALSE,FALSE,72506,19002,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987063604691259393",2018-04-19 20:21:16,"x25073877","realDonaldTrump","Democrats are obstructing good (hopefully great) people wanting to give up a big portion of their life to work for our Government, hence, the American People. They are “slow walking” all of my nominations - hundreds of people. At this rate it would take 9 years for all approvals!","Twitter for iPhone",,,,FALSE,FALSE,80342,21975,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987038167730552832",2018-04-19 18:40:12,"x25073877","realDonaldTrump",".@MarshaBlackburn is a wonderful woman who has always been there when we have needed her. Great on the Military, Border Security and Crime. Loves and works hard for the people of Tennessee. She has my full endorsement and I will be there to campaign with her!","Twitter for iPhone",,,,FALSE,FALSE,56019,13949,,,,,,,,,,,,,,"x278145569","MarshaBlackburn","en",,,,,,,,,,,,,
"x987036458648199168",2018-04-19 18:33:24,"x25073877","realDonaldTrump","THANK YOU #JIATFSouth, @Norad_Northcom, @southcomwatch and @DHSgov. Keep up the GREAT work! https://t.co/3v2uG6Jp1T","Twitter for iPhone",,,,TRUE,FALSE,30768,6574,"JIATFSouth",,"twitter.com/foxnews/status…","https://t.co/3v2uG6Jp1T","https://twitter.com/foxnews/status/987027201836109824",,,,,,,,,"x18144581 19667766 15647676","Norad_Northcom southcomwatch DHSgov","en","x987027201836109824",".@POTUS in Key West, Florida visiting Joint Interagency Task Force South https://t.co/5KhycCanda",,,,,,,,,,,
"x987003860882526208",2018-04-19 16:23:52,"x25073877","realDonaldTrump","Just arrived @NASKeyWest! Heading to a briefing with the Joint Interagency Task Force South, NORTHCOM and SOUTHCOM. https://t.co/r906IXnBcG","Twitter for iPhone",,,,FALSE,FALSE,43976,9145,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/987001729022504961/pu/img/0XDnbGt9zDLdB_dB.jpg","https://t.co/r906IXnBcG","https://twitter.com/realDonaldTrump/status/987003860882526208/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/987001729022504961/pu/img/0XDnbGt9zDLdB_dB.jpg","https://t.co/r906IXnBcG","https://twitter.com/realDonaldTrump/status/987003860882526208/video/1",,"x50653646","NASKeyWest","en",,,,,,,,,,,,,
"x986994992177561600",2018-04-19 15:48:38,"x25073877","realDonaldTrump","Governor Jerry Brown announced he will deploy “up to 400 National Guard Troops” to do nothing. The crime rate in California is high enough, and the Federal Government will not be paying for Governor Brown’s charade. We need border security and action, not words!","Twitter for iPhone",,,,FALSE,FALSE,83443,20295,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986988633822412800",2018-04-19 15:23:22,"x25073877","realDonaldTrump","Thank you San Diego County for defending the rule of law and supporting our lawsuit against California's illegal and unconstitutional 'Sanctuary' policies. California's dangerous policies release violent criminals back into our communities, putting all Americans at risk.","Twitter for iPhone",,,,FALSE,FALSE,85487,19957,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986979039670931458",2018-04-19 14:45:14,"x25073877","realDonaldTrump","Great meeting with Prime Minister Abe of Japan, who has just left Florida. Talked in depth about North Korea, Military and Trade. Good things will happen!","Twitter for iPhone",,,,FALSE,FALSE,70618,14167,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986801143014621185",2018-04-19 02:58:21,"x25073877","realDonaldTrump","It was my great honor to host my friend @JPN_PMO @AbeShinzo and his delegation at Mar-a-Lago for the past two days. Lots accomplished, thank you! #Success<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00AF><f0><U+009F><U+0087><U+00B5> https://t.co/2NnItfwfBl","Twitter for iPhone",,,,FALSE,FALSE,64363,14612,"Success",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/986799661355819009/pu/img/-UkdEf6rmFU9A_6I.jpg","https://t.co/2NnItfwfBl","https://twitter.com/realDonaldTrump/status/986801143014621185/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/986799661355819009/pu/img/-UkdEf6rmFU9A_6I.jpg","https://t.co/2NnItfwfBl","https://twitter.com/realDonaldTrump/status/986801143014621185/video/1",,"x266991549 468122115","JPN_PMO AbeShinzo","en",,,,,,,,,,,,,
"x986789533172760576",2018-04-19 02:12:13,"x25073877","realDonaldTrump","RT @StateDept: .@POTUS Trump thanks Prime Minister @AbeShinzo for his support, discusses U.S.-Japan cooperation on #NorthKorea, defense, an…","Twitter for iPhone",,,,FALSE,TRUE,0,8305,"NorthKorea",,,,,,,,,,,,,"x9624742 822215679726100480 468122115","StateDept POTUS AbeShinzo","en",,,"x986772318096474112",".@POTUS Trump thanks Prime Minister @AbeShinzo for his support, discusses U.S.-Japan cooperation on #NorthKorea, defense, and trade, and affirms close friendship between the United States and #Japan. Watch the full press conference on https://t.co/jP34FEu9Lp https://t.co/thgONHFwKC",,,,,,,,,
"x986719240240746497",2018-04-18 21:32:53,"x25073877","realDonaldTrump","Great working luncheon with U.S. and Japanese Delegations this afternoon! https://t.co/ywU2CEih8b","Twitter for iPhone",,,,FALSE,FALSE,64304,12569,,,,,,"http://pbs.twimg.com/media/DbGH5_lVMAAafjk.jpg","https://t.co/ywU2CEih8b","https://twitter.com/realDonaldTrump/status/986719240240746497/photo/1","photo","http://pbs.twimg.com/media/DbGH5_lVMAAafjk.jpg http://pbs.twimg.com/media/DbGH5_pUQAAQ9AY.jpg http://pbs.twimg.com/media/DbGH5_mVwAAEjAn.jpg http://pbs.twimg.com/media/DbGH5_lV4AAtePt.jpg","https://t.co/ywU2CEih8b https://t.co/ywU2CEih8b https://t.co/ywU2CEih8b https://t.co/ywU2CEih8b","https://twitter.com/realDonaldTrump/status/986719240240746497/photo/1 https://twitter.com/realDonaldTrump/status/986719240240746497/photo/1 https://twitter.com/realDonaldTrump/status/986719240240746497/photo/1 https://twitter.com/realDonaldTrump/status/986719240240746497/photo/1",,,,"en",,,,,,,,,,,,,
"x986711015630036992",2018-04-18 21:00:12,"x25073877","realDonaldTrump","Prime Minister @AbeShinzo of Japan and myself this morning building an even deeper and better relationship while playing a quick round of golf at Trump International Golf Club. https://t.co/YqU7pHiFoU","Twitter for iPhone",,,,FALSE,FALSE,75077,15249,,,,,,"http://pbs.twimg.com/media/DbGAJeoVQAABeuv.jpg","https://t.co/YqU7pHiFoU","https://twitter.com/realDonaldTrump/status/986711015630036992/photo/1","photo","http://pbs.twimg.com/media/DbGAJeoVQAABeuv.jpg","https://t.co/YqU7pHiFoU","https://twitter.com/realDonaldTrump/status/986711015630036992/photo/1",,"x468122115","AbeShinzo","en",,,,,,,,,,,,,
"x986643179452747776",2018-04-18 16:30:39,"x25073877","realDonaldTrump","Best wishes to Prime Minister @Netanyahu and all of the people of Israel on the 70th Anniversary of your Great Independence. We have no better friends anywhere. Looking forward to moving our Embassy to Jerusalem next month!","Twitter for iPhone",,,,FALSE,FALSE,101345,23866,,,,,,,,,,,,,,"x17061263","netanyahu","en",,,,,,,,,,,,,
"x986576502358671361",2018-04-18 12:05:42,"x25073877","realDonaldTrump","Slippery James Comey, the worst FBI Director in history, was not fired because of the phony Russia investigation where, by the way, there was NO COLLUSION (except by the Dems)!","Twitter for iPhone",,,,FALSE,FALSE,95853,22589,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986555533535731712",2018-04-18 10:42:23,"x25073877","realDonaldTrump","Mike Pompeo met with Kim Jong Un in North Korea last week. Meeting went very smoothly and a good relationship was formed. Details of Summit are being worked out now. Denuclearization will be a great thing for World, but also for North Korea!","Twitter for iPhone",,,,FALSE,FALSE,100421,25871,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986547093610299392",2018-04-18 10:08:50,"x25073877","realDonaldTrump","A sketch years later about a nonexistent man. A total con job, playing the Fake News Media for Fools (but they know it)! https://t.co/9Is7mHBFda","Twitter for iPhone",,,,TRUE,FALSE,61366,17875,,,"twitter.com/shennafoxmusic…","https://t.co/9Is7mHBFda","https://twitter.com/shennafoxmusic/status/986544764395900928",,,,,,,,,,,"en","x986544764395900928","@realDonaldTrump Oops! This is awkward! 
@StormyDaniels’s Ex <f0><U+009F><U+0098><U+00B3>
#IDTheThug https://t.co/GgLSxm2EJZ",,,,,,,,,,,
"x986544648477868032",2018-04-18 09:59:07,"x25073877","realDonaldTrump","There is a Revolution going on in California. Soooo many Sanctuary areas want OUT of this ridiculous, crime infested &amp; breeding concept. Jerry Brown is trying to back out of the National Guard at the Border, but the people of the State are not happy. Want Security &amp; Safety NOW!","Twitter for iPhone",,,,FALSE,FALSE,114509,28993,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
